Term	Type	Overlap	P.value	Adjusted.P.value	Genes
BHLHE40	hg19	193/2000	0.000396353704728219	0.0038966822055208	CMAS;FRMPD1;TESK2;CCNC;ZDHHC4;GCSH;NUB1;SCP2;SPATA24;ARFIP1;KIF21B;KIFAP3;NHLRC3;FBXO2;GLCE;TALDO1;ASRGL1;RBP5;THAP5;XRN1;RUFY3;RFX5;ALPK1;KCTD18;EXD3;ZNF395;TMEM161A;ANAPC16;RPN1;WDR61;LIAS;ZBTB4;FAM171A2;VPS8;SCAP;LHPP;FAM78A;LRBA;XRCC1;WDR53;PARP14;PTRHD1;PARP10;FA2H;FBXL2;LGMN;CDS2;LRRC36;SPEF1;CETN3;SRP54;LRRC6;KHK;COIL;ARV1;AKAP11;AIFM1;ERMAP;ZNF484;ZNF483;SSR2;AKR1A1;TET1;WDR31;ZDHHC13;COMMD4;RAP2C;AFTPH;RILPL2;NME7;NME9;TMEM106C;VWA1;RNASEK;STX16;ZDHHC23;CCNDBP1;OS9;CREG1;RPS3;ZNF226;ZNF347;SPTSSA;ZNF467;TAF9B;YKT6;ZNF224;ZNF222;NQO1;ZNF582;AGK;AGL;RANBP6;KAZALD1;RAB11A;LRRC20;TM9SF2;KRT19;YPEL1;RTN4IP1;ACTR10;YPEL2;ZNF572;KDM1A;ZFAND6;CEP19;FMR1;OGDHL;ESPN;RGS5;ABHD10;PAPOLA;NUDT18;ZNF569;NUDT17;ZNF326;NUDT16;ARHGEF40;NUDT14;ZNF441;RARS2;RPS7;THNSL1;SPOCD1;ARMCX3;RINT1;ARMCX1;RALGAPB;ARMCX6;TCTA;TMED10;FECH;COX18;YTHDC2;COPB1;GLT8D1;ARL2;CREBL2;NTPCR;ZNF549;TCTEX1D2;RNF170;FOPNL;RAB6A;ZKSCAN1;FN3K;OST4;TMEM120A;VTA1;TMEM132A;ARPC5;COPS4;SCCPDH;ACO1;PYROXD2;ABCD4;ACADVL;ETFA;ADAR;GATAD1;RNPEP;PAAF1;ACTR6;GLRX5;IQCE;ARNT;FAM189B;RCN2;RP2;ZNF513;ITGA5;NDUFB7;KDM3B;NDUFB5;CRYZ;NT5DC1;TIFA;RALY;RILP;NDUFA8;CHURC1;NDUFA2;PDE4DIP;FBXL15;SUOX;CLCN5;ASB8;APLF;PDCD4;RAB18;TAF6;TBKBP1;RBM45
BRCA1	hg19	181/2000	0.00945562103061004	0.0318834163676768	GHDC;RPL30;CMAS;ZFAND6;CEP19;ZBTB26;NDUFA10;SAT2;RBPJ;NUDT6;ANTXR1;ZDHHC4;SCAMP4;KRTCAP2;TFG;FAM162A;FPGT;OSBP;SPATA24;KIF21A;NUDT16;KIFAP3;TBC1D22A;CDK5RAP3;ZNF441;RARS2;SCAF11;FBXO16;NSMCE1;CNPY3;ZCRB1;ARMCX3;ARMC2;OXA1L;ADAM17;NEIL2;SCO2;CD109;RFX5;CRYZL1;YME1L1;TMEM126B;FKBP9;STAMBP;TCTA;FAM161B;ZNF555;KCTD18;FAM8A1;ASF1A;ISCU;SRSF9;EXD3;RWDD2B;RETSAT;COX16;AASDH;COX18;RPN1;GLT8D1;COPS7A;OSGEP;ADH5;NEU3;COMMD8;FGGY;XRRA1;TCTEX1D2;STK38L;ZNF425;FOPNL;PCK1;VTI1B;WDTC1;OST4;XRCC1;WDR53;TDRD3;COPS4;COPS5;FGFR1OP;NDUFAF1;NIT1;PAM;CNIH4;CDKN1C;LMBR1L;ABCD4;WDR48;FASTKD1;COX4I1;CHM;LDB3;WDR45;AP4M1;COIL;GLI4;SCPEP1;FSD1L;GM2A;TCTN3;GATAD1;SCRN2;ACP2;CEP290;ACADS;CTSC;OFD1;ZNF485;CDADC1;ZER1;ACTR6;SSR2;AKR1A1;WDR31;WIPI2;ARAP1;COMMD6;WDR35;COMMD4;COQ10A;FAM189B;ACOX1;ESRP2;ZNF638;CLDN12;TMEM106C;EXOC4;ITGA5;CRELD1;ZNF512;TLR5;EXOC1;CD63;OAT;NDUFB7;CLDND1;RGS16;CCNDBP1;OVCA2;SAMHD1;TMEM164;FBXL20;TCEAL8;ERLEC1;NRAS;NFS1;TCEAL4;ORMDL3;SAP18;RALY;AGA;YKT6;ZNF224;FKTN;CDKN2C;TAF12;ZNF182;YIPF5;GATC;ZFC3H1;CTNS;FBXL15;AP2B1;RSPH3;FIG4;RAB10;LYRM2;GLB1L;TEF;NEURL2;GLOD4;XPNPEP3;PDCD4;CDK2AP2;NUCB1;LAMTOR2;RTN4IP1;ACTR10;CLUAP1;CDKN3
BRCA1	hg19	184/2000	0.0046485851359765	0.0188718680147106	GHDC;KDM1A;CLSTN3;TMEM179B;KDM1B;SYAP1;NDUFA10;CCNC;GCC2;RCBTB2;ZDHHC4;ALKBH2;RGS5;ALCAM;TFG;OSBP;STK16;WDR91;NUDT18;ZNF569;NUDT17;NUDT16;TBC1D22A;RARS2;RPS7;SCAF11;ATG10;SCAMP1;ALDH3A2;RINT1;ACAP2;THAP5;XRN1;TMEM138;CRYZL1;CERCAM;SPNS1;ANAPC4;FKBP7;FAM8A1;ISCU;ZNF397;EXD2;ZNF671;COPB2;ZCCHC7;NLRX1;COX16;FAM149B1;STXBP3;AASDH;YTHDC2;RPN1;FUT11;WDR63;ABCB8;COPS7A;WDR61;TAPBPL;ZNF23;ZBTB5;OSGEP;NEU3;ARSK;ESD;STK38L;ZNF425;ZNF302;ZBED5;VTI1B;ISOC2;OSBPL8;XRCC6;JUP;STK11IP;WDR53;SUPT5H;PARP14;ACADSB;PTRHD1;PARP10;TFCP2;CNOT7;COPS5;STAG3;NMT1;ANP32E;TAB3;PXMP4;NDUFAF1;KLHDC9;GFM2;SPIN3;CLTC;LRRC6;ETFA;ADAR;JRKL;ZC3H6;AP4M1;FSD1L;OPA3;TCTN1;SCRN2;PCMTD1;OFD1;TIGD7;SPHK2;PARP2;GAA;ANXA4;KIAA1143;AKR1A1;AP3B1;NSUN7;NRG2;WIPI2;COMMD6;TCTE3;COPZ1;IQCH;KAT2B;AFTPH;RBM12B;ZNF513;CRELD1;RNASEL;ASAH1;KDM3A;RNASEK;CLDND1;KDM3B;NDUFB6;SSNA1;VPS4B;GBA;RBM4B;NT5DC1;NRAS;ZFP14;TMEM168;OS9;TIFA;ORMDL3;RPS3;RBBP8;SAP18;RALY;AGA;PAIP2;LMLN;NPM1;ZNF582;CDKN2C;TAF12;YTHDF3;AGL;ZNF182;YIPF5;WDR19;GATC;CDC5L;AP2B1;SUOX;RANBP6;SVIP;ALDH4A1;RSPH3;KBTBD4;LYRM2;SPCS1;NEURL2;CCNG2;GLOD4;XPNPEP3;CCNG1;R3HCC1;CDK2AP2;RAD1;LAMTOR2;RBM45;CLUAP1;FAM50B;CDKN3
BRCA1	hg19	188/2000	0.00165482173930934	0.00882571594298314	RB1;ZNF572;FAAH;NDUFA12;RFESD;ARID4A;CCNC;GCC2;ACSM5;RBPJ;LCLAT1;ABHD10;CREB3L4;STK16;NUDT17;ARFIP1;XYLB;CDK5RAP3;FBXO9;RPS7;SCAF11;TINF2;NSMCE1;ARMC9;FLT3LG;RNASE4;PCOLCE;SCAMP1;ARMC2;ADAM17;TMEM135;CRYZL1;CERCAM;SPNS1;ANAPC4;YME1L1;FKBP7;SUCLG1;FAM161B;ZNF555;FAM8A1;ISCU;EXD2;KHDRBS1;GCDH;ZCCHC7;EXD3;RAB5B;RWDD2B;TMED10;RETSAT;COX16;LMAN2L;AASDH;FAM114A2;TEX264;YTHDC2;GLO1;RPN1;SUPT4H1;GLT8D1;COPS7A;ZNF23;OMA1;KRCC1;OSGEP;KLC4;TMEM123;COMMD8;NCSTN;CHTF8;ZMAT2;NTHL1;NPC1L1;XRRA1;RAD21;COBLL1;ARSK;NPHP1;ESD;STK38L;ZKSCAN5;ZNF425;ZBED5;KIAA0319L;LHPP;OST4;KLHDC3;XRCC6;TMEM184C;JUP;SYNRG;XRCC1;RFXANK;SUPT5H;ACADSB;PARP11;TFCP2;CNOT7;AMACR;ANP32E;TAB3;NDUFAF1;ITM2B;LGMN;CDS2;LRP11;ZNF253;SPEF2;LDB1;FASTKD1;CLTC;CITED4;ADAR;ARV1;YWHAQ;TCTN3;OPA3;GATAD1;SCRN2;TCP11L2;COA5;ZNF484;SPHK2;KIAA1143;AKR1A1;TET1;WDR31;NSUN7;COMMD6;WDR35;APOA5;COQ10A;IQCH;FAM189B;AFTPH;EVC;PCCA;ESRP2;ZNF638;NME9;TMEM106C;ACSS3;KDM3A;OAT;NDUFB7;ACSS2;NDUFB6;STX16;VPS4B;PARN;RBM4B;COX5B;FAM214A;FAM117B;STYXL1;FAM117A;ERLEC1;RPS3;RBBP8;SAP18;ZNF224;FKTN;RNF20;SVIL;NPM1;NDUFA5;YTHDF3;AGL;NDUFA2;WDR19;GATC;ZFC3H1;CDC5L;LYSMD3;RANBP6;SVIP;RSPH3;TM9SF2;KBTBD3;KBTBD4;LYRM2;NEURL2;GLOD4;XPNPEP3;CCNG1;ZNF613;RAB3GAP2
CAMTA2	human tf ARCHS4 coexpression	35/299	0.00826196268065267	0.296742159613442	RAB5B;NYAP1;RNPEPL1;THRA;CLSTN3;WBP2;STXBP1;KCNC3;RASGRF1;AGAP2;STMN3;NRXN2;AK5;NDRG2;ZBTB4;ADD1;PANX2;KCNT1;RIMS3;SCN1B;WDTC1;KCNH3;ZER1;IQSEC2;ADAM11;LMTK3;ARAP1;RUNDC3A;CLIP3;VSNL1;PACS2;TEF;PACS1;NGEF;YPEL3
CBX3	ENCODE	13/81	0.00845706021234191	0.0468793497136215	KDM3A;KDM3B;COX16;STX16;VTA1;CCNC;NMRAL1;AGBL5;RGS5;LACTB2;CHP1;RBM45;ITGB3BP
CCND1	Human	95/809	1.97282874513139e-05	0.00129713489992389	LGALS3BP;APP;CLSTN3;KCNC3;KCNC4;ABAT;CROT;ZFYVE1;LIPA;SAT1;ZDHHC2;ZDHHC4;RGS5;LAPTM4A;RPS6KA6;RIMS3;RASSF4;RPS6KA2;GATAD1;ANXA6;PAPOLA;NUDT18;CPNE3;NUDT16;PCMTD1;OFD1;RAB2B;NHLRC3;TIGD7;LANCL1;PCDHGA1;ARMC9;ABHD14B;LDOC1;CDKAL1;AMPD3;TMEM130;IQCH;CLIP3;ARMCX3;TMEFF2;ARHGEF9;ARMCX1;ALDH5A1;RUFY3;IVD;RFX5;CLDN12;TAX1BP1;GLCCI1;CD47;ASTN2;OPTN;ASAH1;RGS16;AEBP1;CCNDBP1;ZBTB5;TMEM164;COMMD8;APH1B;SAP18;ZNF667;ZNF423;PAIP2;ZNF302;RAB6A;ZBED5;SCN3A;ZKSCAN1;FDFT1;GABRA1;ACE;ZNF140;GCGR;GALNT1;STAT3;TMEM132A;AP2B1;S100B;LYRM1;AMACR;SYT11;SCD;KLHL7;CCNG1;KLF9;PDCD4;TCEA2;TAB3;TACC2;YPEL5;SCN2A;RECK;YPEL2
CCNT2	hg19	189/2000	0.00125874582680749	0.00766253720049791	RB1;GALNT12;RPL30;FRMPD1;RAB3D;CIB2;ABAT;SPATA20;COX6A1;SAT1;LCLAT1;ZDHHC4;ALKBH3;GCSH;ALKBH2;SCAMP4;NUB1;RIMS3;FAM162A;WDR91;NUDT18;NUDT17;ZNF687;TBC1D22A;SCN1B;CDK5RAP3;KCNH3;STARD4;KCTD19;TLE2;STARD5;ALG6;IST1;NHLRC4;ARMC9;COG1;THOC5;RUNDC3A;LZTFL1;CLIP3;RINT1;ADAM17;RALGAPB;TMEM138;ETHE1;SPNS1;ANAPC4;ZNF710;KCTD18;ISCU;KANK3;ZNF397;GCDH;TMEM185A;ZCCHC7;ANAPC16;ABHD4;STXBP1;ARL1;CREBL2;KLHL12;WDR61;COX7A2;ZNF23;NTPCR;RTF1;ADH5;CNN3;NEU3;KLC4;NCSTN;KLC3;ZNF546;KIAA0319L;ZKSCAN1;TBC1D16;CD164;ACBD5;FZD2;NEK4;VTA1;NEK7;ERLIN1;XRCC1;SUPT5H;PARP14;NOXA1;ANP32E;ACO1;CSPG4;NDUFAF1;FGF13;ITM2C;NGLY1;NENF;CROT;CLYBL;ARHGAP4;PCMTD2;GLI4;GM2A;ZMYM3;SUFU;OPA3;ERMAP;CTSC;TMEM150A;CDADC1;TIGD7;EXOC7;GAA;GLRX5;ANXA4;AKTIP;ITGA1;WNT9B;AKR1A1;WDR31;COMMD6;WDR35;FAM189B;RABEP2;ZADH2;RP2;NOS1AP;NME9;TMEM106C;ZNF513;PDE5A;ZNF512;ITGB3BP;EXOC1;KANK2;NDUFB7;RALB;NDUFB6;RGS14;NDUFB5;KIAA1324L;RGS16;NDUFB3;SRBD1;ASAP3;PARN;ZDHHC21;RASIP1;RNFT1;PAPSS1;ERLEC1;EXTL2;NRAS;ZFP14;FCHO1;CREG1;FAM120B;TIFA;STOM;STAT6;RALY;S1PR5;YKT6;ZNF224;FKTN;CDKN2D;NDUFA8;NQO1;ZNF582;YTHDF3;LRRC27;STAT2;GATC;LCA5;CTNS;RANBP6;LRRC20;ALDH4A1;TM9SF2;FAM167A;ABCB10;SBK1;SCD;KCNS3;LPCAT3;GLOD4;YPEL1;RAB18;RTN4IP1;CLUAP1;CDK5R2
CD36	human tf ARCHS4 coexpression	36/299	0.00480273468543567	0.267094019280358	ASAH1;ALDH1L1;ACADVL;ACSS2;RETSAT;LAMA2;PDE3B;LRRC32;SAT1;THBS4;NNT;AIFM2;FCGRT;LDHD;STOM;ACADS;RILP;TIMP4;SVIL;FZD4;NR1H3;PDE4DIP;CIDEC;ACSF2;F8;FNDC4;FABP4;ACOX1;SCD;LPCAT3;KLF9;ITGA7;ACO1;SCN4A;RAPGEF3;PCYOX1
CEBPA	human tf ARCHS4 coexpression	45/299	1.0380993820336e-05	0.00894841667312961	ALDH1L1;ACADVL;ACSS2;RETSAT;RNPEPL1;STXBP2;CITED4;ITGB2;FURIN;NPL;TMEM164;CORO1B;ARHGAP4;OS9;AIFM2;FCGRT;TMEM127;CREG1;LDHD;RNPEP;SDF4;ACP5;STAT6;ACAA1;ACADS;TIMP4;FZD4;FAM78A;GAA;NR1H4;TALDO1;NR1H3;TBC1D2B;ARAP1;CIDEC;ACSF2;ALDH4A1;ALDH3A2;FABP4;FES;ACOX1;PAH;NUCB1;ACO1;P4HB
CEBPB	hg19	191/2000	0.000715030170443595	0.00572452351649004	ZNF331;OTUD5;GHDC;GALNT11;RPL30;ACAA2;TMEM167A;NDUFA10;CIB2;ACCS;SAT1;ANTXR1;ZDHHC4;KRTCAP2;NUB1;ABHD10;TFG;FAM162A;FPGT;OSBP;SPATA24;NIPAL3;ARFIP1;NUDT16;ACAA1;KIFAP3;FBXO9;ZNF441;FAM24B;RPS7;SCAF11;NSMCE1;LMTK3;CDKAL1;THAP6;RAB30;TMEM135;NEIL2;XRN1;RFX5;YME1L1;TCTA;KCTD18;XPR1;SRSF9;EXD2;EXD3;ABCB6;COX16;FAM149B1;STXBP3;FAM114A2;ARL3;YTHDC2;STXBP1;COPB1;RPN1;STXBP2;ZBTB1;COPS7A;WDR61;ZNF23;KRCC1;GABARAP;CORO1B;OSGEP;GLG1;FAM160B2;COMMD8;FAM171A2;NCSTN;NTHL1;COBLL1;TCTEX1D2;SCAP;AMZ2;ZKSCAN5;ZNF425;PCK1;RHBDL2;NDUFV1;ZKSCAN1;VTI1B;ZBED3;LHPP;TBC1D8B;OST4;CD164;KLHDC3;ABCA5;XRCC4;NEK7;WDR53;ARPC5;ACADSB;CCPG1;CPD;NMT1;FGFR1OP;PYROXD2;CSPG4;PAM;EZH1;LGMN;CDS2;LMBR1L;FKBP10;SPIN3;CLTC;PDE3B;ETFA;ADAR;LDB3;CTCF;GLI4;TCTN3;TCTN2;OPA3;SCRN3;GATAD1;TCP11L1;ANXA6;TIMP2;SDF4;ACP2;QSOX1;ACADM;SDF2;ACADS;ITGA2;AKR1A1;ARAP1;COMMD4;COQ10A;ANO3;FAM210B;KAT2B;FAM189B;RCN2;RILPL2;PACS2;TBC1D5;ZNF638;PCCB;TMBIM1;NDUFS4;TMEM106C;SPOPL;RHOV;TLR6;TLR3;ITGB3BP;ZNF233;CHMP5;RNFT2;OAT;NDUFB6;ATF6B;ZDHHC20;CDNF;GBA;ADAM22;NRXN2;OVCA2;SAMHD1;TCEAL8;OS9;TIFA;ORMDL3;TAF9B;YKT6;ZNF222;CDKN2D;NDUFA8;CHURC1;STAT2;GATC;AGMAT;RSPH3;REST;NIN;FAM167A;ASB8;GLOD4;R3HCC1;PDCD4;NUCB1;RAB3GAP2;LAMTOR2;RTN4IP1;CLUAP1
CHD1	hg19	324/3635	0.00127209378526696	0.00766253720049791	TDRKH;FAAH;CMAS;IPP;STMN3;THYN1;ACCS;NUDT6;ALKBH3;TBK1;OPHN1;TFG;RASSF4;CREB3L4;RPS6KA2;RAVER2;WDR91;KIF21A;ARFIP1;ACAD11;SCN1B;FBXO9;ZNF285;KCTD19;GLCE;TALDO1;ANK3;ATG13;SYTL4;RUFY1;FNDC4;THAP8;XRN1;CRISPLD2;ETHE1;RUFY3;ZFYVE19;RFX5;TCEANC2;YME1L1;KCTD17;ACOT6;OBSL1;KCTD16;CERKL;GCDH;RETSAT;ANAPC16;LMAN2L;TEX264;ZNF391;RPN1;SUPT4H1;WDR61;ZNF23;RPAP2;ADH5;FAM171A2;NCSTN;APH1B;RAD21;CEP70;S100A13;KCNN2;KIAA0319L;TBC1D8B;CDK19;LRRN3;ZNF260;FAM78A;ST8SIA1;FZD4;STK11IP;SYNRG;FZD6;WDR53;LNPEP;RAB27B;PARP14;PTRHD1;TDP2;PAH;STRN;ANKRD18B;FAT4;NDUFAF1;XKR6;LGMN;LRRC36;ZCCHC12;LRRC34;WDR48;CETN3;CLTC;CITED4;KIF12;FMN1;CROT;CLYBL;COIL;GLI4;FAM102B;AIFM1;TCTN3;TCP11L1;TCP11L2;ERMAP;CD52;TIGD7;LRRC49;ANXA4;WDR31;AP3B1;TMC6;COMMD6;NUDT16L1;ANO5;WDR35;LRRC41;COQ10A;ITFG1;RAP2C;ITPKB;KAT2B;ALDH5A1;RILPL2;EXOC4;RARB;VWA1;AIDA;RCCD1;RNASEK;WDR26;GBA;AMIGO2;AKAP7;ZDHHC21;FAM214A;FAM117B;TMEM164;CNPY4;TCEAL4;SPP1;SUSD4;ANKRD54;TAF9B;YKT6;ZNF222;LMLN;WDR17;SVIL;YIPF1;AGK;YIPF5;GATC;APEX2;VWA3A;ALDH4A1;KBTBD3;KBTBD4;LYRM2;KITLG;ABCB10;CCNG2;LPCAT3;YPEL1;RAD1;ZNF579;CEP41;ZNF577;YPEL2;SCARB2;ALDH1L1;ACAA2;CD83;KDM1A;TMEM167A;FBXO27;ZFAND6;CEP19;ZBTB26;ARID4A;LZIC;COX6A1;TM7SF2;RGS5;PAIP2B;FCGRT;FAM162A;FPGT;STK16;SCN9A;NUDT17;STK32A;OSR2;RAB2B;RPS7;IST1;FBXO16;RAD21L1;CDKAL1;CNPY3;NRBP1;THOC7;ALDH3A2;OXA1L;ADAM17;TMEM135;TMEM138;CERCAM;TCTA;STEAP2;SRSF9;FAIM;KHDRBS1;ZCCHC7;TMED10;FAM149B1;COX15;FAM114A2;ARL3;YTHDC2;GLO1;COPB1;GLT8D1;CREBL2;FOXO4;NTPCR;AK5;FBXO43;KRCC1;CORO1B;FGGY;NPHP1;LRRC4C;ZNF302;CNTLN;VTA1;PCIF1;GLMN;TMEM132A;RFXANK;TDRD7;ARPC5;KLHL24;SUPT5H;COPS4;TBCK;IRAK1BP1;CNOT7;COPS5;SCCPDH;AMACR;GGCX;FES;LHX1;CNTN2;CRYL1;PYROXD2;RNF186;NIT2;LRP11;COX4I1;NENF;ZC3H6;YWHAQ;GATAD1;SCRN2;ACP5;ZNF385B;ACP2;LBR;COA5;CERS5;ARHGEF12;APAF1;SPATS1;ITGA1;ABHD14B;ABHD14A;NRG2;ARAP1;IQCH;ACTA2;ADORA2B;SYF2;ACOX1;PCCB;ZNF513;KDM3B;NDUFB6;LAMA2;WBP2;VPS4B;ZBTB45;ADD3;THBS4;CRYZ;ERLEC1;SV2A;TIFA;RBBP8;SAP18;RAB28;RILP;FDXACB1;RNF20;NDUFA8;IRX3;NDUFA2;ZNF181;FBXL17;ZFC3H1;SUOX;RSPH3;NEURL2;NOVA1;GLOD4;PDCD4;ZNF613;STUB1;GALM;RBM45;CLUAP1
CHD2	hg19	184/2000	0.0046485851359765	0.0188718680147106	RB1;ZNF331;ZNF572;RFESD;RAB3D;SYAP1;KLHL32;SAT2;OGDHL;SPATA20;LIPA;TM7SF2;RNF114;FPGT;OSBP;STK16;FDXR;PAPOLA;TBC1D10C;KIF21A;ZNF687;FADS1;ZNF441;RAB2B;ZNF285;STARD5;S100A2;FAM24B;IST1;NHLRC4;STX8;SWAP70;ARMC9;TALDO1;FLT3LG;CDKAL1;THNSL1;RUNDC3A;LZTFL1;ACAP2;ADAM17;TMEM135;NEIL2;ETHE1;CERCAM;SUCLG1;STAMBP;KCTD17;FAM8A1;ZNF671;GCDH;COPB2;ANAPC16;FAM114A1;FAM149B1;LMAN2L;STXBP3;AASDH;COX18;YTHDC2;ZBTB1;GLT8D1;ABCB8;WDR61;RASAL1;ZNF23;NTPCR;FBXO43;ARPP19;RPAP2;GLG1;VPS8;ZKSCAN3;ZNF546;FOPNL;NDUFV1;ISOC2;FDFT1;WDTC1;ACBD5;FZD4;TMEM120A;SYNRG;PCIF1;SUPT5H;PARP14;COPS4;CNOT6;COPS5;ACER3;FGFR1OP;ACO1;NDUFAF1;NIT1;RGL2;CDS2;ITM2C;CDKN1C;ZNF253;CD40;WDR48;SPIN3;ADAR;PCMTD2;GLI4;FSD1L;RSRC1;TCTN2;GATAD1;SCRN2;QSOX1;ERMAP;APPL1;CDADC1;ZER1;ACTR6;LRRC49;GAA;FN3KRP;IQCE;ABHD14B;WDR31;AP3B1;NSUN7;ARAP1;WDR35;COPZ1;IQCG;IQCH;FCHSD1;FAM189B;RCN2;RILPL2;PCCA;ACOX1;RP2;TMEM106C;ZNF513;L2HGDH;CD47;GLCCI1;RNF32;OAT;RNASEK;RGS14;NDUFB5;ZDHHC20;CDNF;NDUFB3;SRBD1;FGD2;AP3M2;LIMA1;TMEM168;CNPY4;FAM120B;ANO10;SAP18;STOM;ZNF226;ZNF224;NDUFA8;ZNF582;CDKN2C;NDUFA5;LRRC27;STAT2;AGL;ZNF182;NDUFA2;YIPF5;GATC;FBXL17;CDC5L;CTNS;FOXJ1;RAB11A;LRRC20;NUDT7;CLCN5;NEURL2;ASB8;AGBL2;CDKN3
CHD2	hg19	185/2000	0.00362397091377134	0.0162270375928782	SCARB2;RB1;ALDH1L1;RPL30;RAB3D;CIB2;GCC2;RBPJ;FNBP1L;ZFYVE1;ABHD10;TBK1;RNF114;FAM162A;STK16;ZNF449;PAPOLA;NUDT17;FAM3C;ACAD11;XYLB;STARD5;IST1;ZNF160;TINF2;FLT3LG;THOC5;LZTFL1;ARMCX3;THAP5;LACTB2;FKBP8;SPNS1;TCEANC2;TMEM126B;RELL2;KCTD18;ALDH7A1;ZNF397;FBLN7;EXD2;TMEM161A;COX16;ANAPC16;FAM149B1;LMAN2L;AASDH;GLO1;GLT8D1;AK3;WDR61;ZNF23;NTPCR;OSGEP;ADH5;GLG1;KLC4;COMMD8;NCSTN;CHTF8;ZMAT2;NTHL1;XRRA1;ARSK;TCTEX1D2;STK38L;ZNF425;FOPNL;NDUFV1;ZKSCAN1;ISOC2;LHPP;NEK9;OST4;TMEM184C;ACBD5;VTA1;SYNRG;ERLIN1;ZNF32;WDR53;KLHDC8B;AP4B1;PTRHD1;COPS4;ALDH6A1;AMACR;ARL2BP;TDP2;CHMP2B;FGFR1OP;ACO1;NDUFAF1;RAD9B;FGFR3;LGMN;LRRC36;LMBR1L;FKBP10;CD40;SPEF2;SPEF1;FASTKD1;SPIN3;CLTC;LRRC6;FTCD;AP4M1;SPTLC3;ACP6;TCTN2;SCRN3;SCRN2;ACP2;JAK3;LBR;ERMAP;CTSC;APPL1;OFD1;CDADC1;ZER1;SSR2;KIAA1143;AGTRAP;WDR31;ZDHHC13;NDUFC1;AP3B1;NSUN7;WIPI2;WDR35;COMMD4;IQCH;ACTA2;NSMCE4A;RP2;NDUFS4;TMEM106C;RARB;L2HGDH;RAPGEF3;CHMP5;CD63;OAT;NDUFB7;KDM3B;NDUFB6;SSNA1;SRBD1;GBA;ADAM22;OVCA2;COX5B;STYXL1;NRAS;FAM120B;SAP30L;RPS3;STOM;AGA;TAF9B;ZNF224;LMLN;NDUFA2;GATC;LCA5;APEX2;CTNS;SUOX;RANBP6;SVIP;ALDH4A1;TM9SF2;LYRM2;LRG1;KIAA0586;XPNPEP3;PCYOX1L;RAB18;RBM45;ACTR10;CLUAP1;FAM50B;CDKN3
CHD2	hg19	197/2000	0.000113198994442969	0.00192438290553048	RPL30;ABAT;ACCS;LIPA;ANTXR1;ZDHHC4;GCSH;ALKBH2;KRTCAP2;RNF114;RAVER2;CPNE3;KIF21A;ARFIP1;XYLB;WLS;NHLRC3;ZNF160;NSMCE1;ARMC9;COG1;THAP6;NEIL2;LACTB2;SUCLG1;KCTD18;ZNF397;EXD3;RETSAT;AASDH;RPN1;ZBTB1;CD99L2;ZNF23;ZBTB4;OAZ2;OSGEP;ADH5;GLG1;COMMD8;NTHL1;ARSK;VTI1B;XRCC6;XRCC4;LRBA;XRCC1;WDR53;COL1A1;ACER3;NMT1;FBXL2;NDUFAF1;PAM;LRRC36;CDKN1C;ZNF253;CD40;SPEF1;FASTKD1;SPIN3;LRRC6;CROT;GLI4;TCTN2;TCP11L1;ANXA6;SDF4;OFD1;ZNF485;PARP2;WDR31;TMC6;COQ10A;ANO3;KAT2B;TMEFF2;NME9;TMEM106C;PAFAH1B2;ZNF233;CLDND1;STX16;KIAA1324L;SSNA1;GBA;NPL;CCNDBP1;OVCA2;EXTL1;TAF9B;YKT6;ZNF224;LMLN;RSPH4A;LRRC27;STAT2;AGL;GATC;RANBP6;KITLG;GATM;KRT19;AGBL2;AGGF1;COPG2;CDKN3;GALNT11;ACAA2;ZBTB26;CIB2;LCLAT1;TMEM141;TM7SF2;STK16;ZNF569;CLCC1;STK32A;ZNF441;OSR2;RAD21L1;ZCRB1;THOC5;RUNDC3A;RAB30;TMEM135;SPNS1;TBC1D23;FAM8A1;ZNF671;COX16;ABHD4;FAM149B1;GLO1;GLT8D1;KRCC1;SPATA6;TMEM127;TCTEX1D2;ZNF425;NDUFV1;OST4;OSBPL8;RAB4A;ACBD5;WSCD2;TMEM120A;VTA1;NEK7;SUPT5H;SCCPDH;CCPG1;FGFR1OP;LMBR1L;PDE3B;ETFA;YWHAQ;ACP6;SCRN3;GATAD1;SCRN2;NPTN;FLOT2;ACP2;ZNF766;CEP290;COA5;LANCL1;IQCE;TCTE3;NSMCE4A;EVC;RNF32;NDUFB6;WBP2;VPS4B;RGS16;SAMHD1;STOX2;NFS1;SV2A;SAP30L;SAP18;NDUFA5;TAF12;GALNT2;NDUFA2;FBXL17;CTNS;SUOX;CLCN5;APC;NEURL2;SCD;GLOD4;RBM45;CLUAP1
