Term	Type	Overlap	P.value	Adjusted.P.value	Genes
NFYA	hg19	212/2000	4.37360830543997e-07	7.13772875447803e-05	TDRKH;ACSM3;TESK2;ALKBH7;F11R;LIPA;ALKBH3;GCSH;CREB3L4;SPATA24;NIPAL3;CDK5RAP3;STARD5;GLCE;ARRDC3;TINF2;NSMCE1;THAP5;THAP8;LACTB2;RFX5;CRYZL1;TMEM126B;ZNF397;GCDH;TMEM161A;ABCB6;LMAN2L;RPN1;WDR63;ABCB8;COPS7A;LIAS;XRRA1;RAD21;ZBED5;FDFT1;TMEM184C;FZD2;JUP;XRCC4;XRCC1;WDR53;ALDH6A1;ARL2BP;NMT1;WDR5B;ANP32E;XKR6;CEP89;CDS2;ARF4;ZNF253;KCNC3;CETN2;CETN3;CROT;WDR45;TCTN3;PCF11;SUFU;TCTN2;ANXA6;APPL1;LRRIQ1;ZDHHC13;NUDT16L1;COPZ1;TAF6L;RILPL2;IVD;EXOC4;CRELD1;GLCCI1;RCCD1;EXOC1;OAT;GBA;FAM117B;FAM117A;RECQL5;OS9;ANO10;ANKRD54;CDKN2D;LMLN;RSPH4A;GCA;STAT2;STAT3;WDR19;LRRC20;RAB11B;ALDH4A1;AGBL5;GATM;LPCAT3;CCNG1;PCYOX1L;NUCB1;COPG2;RTN4IP1;CEP41;FRYL;CDK5R2;CDKN3;YPEL2;OTUD5;ZNF691;TMEM167A;CLSTN3;ZFAND6;ZBTB26;ROGDI;ARID4A;SAT2;COX6A1;TM7SF2;LAPTM4A;PAIP2B;OSBP;NUDT18;NUDT16;ACAA1;CDKL2;ZNF441;RARS2;RAB2B;IST1;FBXO16;CNPY3;LZTFL1;KCTD7;ALDH3A2;ACAP2;TMEM138;FKBP8;STAMBP;TCTA;FAM161B;ZNF555;KANK3;ZNF671;RAB5B;TMED10;ARL3;GLO1;ARL2;ZMAT2;ZKSCAN5;FOPNL;ISOC2;WDTC1;TMEM120A;TCEANC;KLHL24;AP4B1;TDRD3;COPS4;CNOT6;TFCP2;CPD;PXMP4;RAD9B;LMBR1L;ETFA;ZC3H6;AP4M1;YWHAQ;GM2A;SCRN2;PAAF1;GLRX5;AKTIP;LANCL1;LIX1L;WIPI1;IQCG;RCN2;TFDP2;RP2;RNFT2;KDM3A;RALB;KDM3B;WBP1;ATF6B;NDUFB5;WBP2;CDNF;VPS4B;NDUFB3;NRXN2;PBXIP1;AGPAT1;ADD1;AP3M2;FCHO1;SAP30L;RNF26;NDUFA2;LCA5;CTNS;FOXJ1;SUOX;RSPH1;KIAA0586;SCD;PDCD4;CDK2AP2;P4HB;GLA
NFYB	ENCODE	356/3715	1.38541246348024e-06	7.20414481009723e-05	TDRKH;ISCA1;ACSM3;RFESD;TESK2;ALKBH7;F11R;LIPA;ALKBH3;GCSH;TFG;CREB3L4;SPATA24;WDR91;NIPAL3;FDXR;KAT7;FBXO8;GLUL;CDK5RAP3;STARD4;STARD5;GLCE;SACM1L;TANGO2;ARRDC3;TINF2;NSMCE1;ARMC9;TALDO1;THAP5;ZC2HC1A;THAP8;CRISPLD2;LACTB2;RFX5;CRYZL1;TCEANC2;SUCLG1;TMEM126B;ASF1A;ZNF397;GCDH;TMEM161A;ABCB6;RETSAT;LMAN2L;STXBP3;AASDH;STXBP1;RPN1;SDR39U1;ABCB8;COPS7A;IQGAP1;ZBTB5;LIAS;ZBTB4;OSGEP;FAM160B2;XRRA1;CEP70;ZBED5;KIAA0319L;FDFT1;XRCC6;CDK19;TMEM184C;FZD2;JUP;XRCC4;FZD4;LARP7;XRCC1;WDR53;RMDN1;PBX1;COL1A1;FA2H;ALDH6A1;ARL2BP;STAG3;TDP2;NMT1;WDR5B;ANP32E;FAT4;FBXL2;LGMN;CEP89;CDS2;CDKN1C;INVS;ARF4;ZNF253;CETN2;CETN3;CITED4;ZBTB8OS;CROT;ARHGAP5;WDR45;AKAP11;AIFM1;ZMYM3;TCTN3;NNT;PCF11;SUFU;TCTN2;ANXA6;SDF4;JARID2;CTSC;APPL1;NXPE3;IZUMO4;ZDHHC13;NUDT16L1;COPZ1;COQ10A;TAF6L;RILPL2;NME7;CLDN12;EXOC4;TLCD2;L2HGDH;CRELD1;GLCCI1;AIDA;RCCD1;EXOC1;OAT;AP5Z1;SPESP1;GBA;FAM214B;FAM117B;LMAN1;RECQL5;OS9;CREG1;ORMDL3;ANO10;ANKRD54;SPTSSA;KANSL1L;AAMDC;PAIP1;CDKN2D;LMLN;NQO1;CDKN2C;GK;STAT2;STAT3;WDR19;APEX2;LRRC20;RAB11B;ALDH4A1;AGBL5;KBTBD3;CCNG2;LPCAT3;CCNG1;YPEL1;PCYOX1L;NUCB1;COPG2;RTN4IP1;CEP41;YPEL5;LAMTOR4;FRYL;LGR4;CDKN3;YPEL2;SCARB2;ZNF331;OTUD5;ZNF691;CD82;CHPF;TMEM167A;ZFAND6;ZBTB26;ROGDI;WBP1L;ARID4A;SAT2;LZIC;COX6A1;SAT1;LCLAT1;TM7SF2;LAPTM4A;PAIP2B;FAM162A;OSBP;ZNF449;NUDT18;CHP1;ZNF326;NUDT16;FAM3C;CLCC1;ZNF687;ACAA1;FADS1;ZNF441;RARS2;TLE4;OSR2;RAB2B;RALBP1;IST1;FBXO16;CNPY3;THNSL1;NRBP1;LZTFL1;KCTD7;ACAP2;RAB30;TMEM135;TMEM138;FKBP8;ZNF436;STAMBP;TCTA;FAM161B;ZNF555;KANK3;COPB2;ZCCHC7;LRRC56;RAB5B;ARL3;GLO1;ARL2;KLC4;FUT8;ZMAT2;OARD1;ZKSCAN5;FOPNL;RAB6A;ISOC2;WDTC1;OSBPL9;KLHDC2;TMEM120A;NEK7;PCIF1;TCEANC;RFXANK;KLHL24;AP4B1;NMRAL1;TDRD3;COPS4;CNOT6;TFCP2;CPD;PXMP4;STT3B;RAD9B;ZNF652;CNIH4;LMBR1L;LDB1;SYCP2;ETFA;ZC3H6;NXT2;AP4M1;YWHAQ;GM2A;OPA3;SCRN2;NPTN;ZNF766;CFAP43;LBR;PAAF1;STPG1;APAF1;GLRX5;AKTIP;LANCL1;LIX1L;ARNT;WIPI1;SPIDR;KLF15;IQCG;TGFBR1;RBL2;RCN2;PCCA;TFDP2;SYF2;RP2;PCCB;ZNF513;ZNF512;RNFT2;KDM3A;RALB;ACSS2;WBP1;ATF6B;RGS14;NDUFB5;WBP2;CDNF;VPS4B;RGS16;NDUFB3;RBM4B;NRXN2;PBXIP1;AGPAT1;LRP8;ADD1;AP3M2;FBXL20;FCHO1;SAP30L;STOM;RALY;RBBP7;ZNF189;RNF20;GALNT2;RNF26;ZNF182;NDUFA2;FBXL17;LCA5;CTNS;LYSMD3;SUOX;RAB10;RSPH1;TEF;KIAA0586;SCD;KLF9;PDCD4;CFAP36;CDK2AP2;P4HB;GLA
NFYB	hg19	189/2000	0.00125874582680749	0.00766253720049791	TDRKH;SCARB2;ZNF331;GHDC;RPL30;ISCA1;CLSTN3;RFESD;ZFAND6;NDUFA10;ARID4A;SAT2;F11R;LIPA;LCLAT1;TM7SF2;ALKBH3;ALCAM;SPATA24;WDR91;LAMP2;NIPAL3;ARL6IP5;NUDT18;CPNE3;CLCC1;ACAA1;CDK5RAP3;CDKL2;ZNF441;OSR2;TINF2;NSMCE1;TALDO1;ATG13;NRBP1;LZTFL1;ALDH3A2;RINT1;TMEM135;THAP5;THAP8;CRISPLD2;RFX5;ARMCX6;TBC1D23;STAMBP;TCTA;ALPK1;ALDH7A1;ISCU;KANK3;ZNF671;COPB2;ZCCHC7;RETSAT;COX16;FECH;FAM114A2;TEX264;COX18;ZNF391;RPN1;ARL2;ABCB8;COPS7A;WDR61;LIAS;ZBTB4;WDR66;NEU3;COMMD8;ZMAT2;ZNF549;FOPNL;ZBED5;NDUFV1;XRCC6;TMEM184C;FZD4;STK11IP;TMEM120A;VTA1;TMEM132A;ERLIN1;WDR53;SUPT5H;COPS4;FA2H;PARP11;CCPG1;FBXL2;NDUFAF1;RAD9B;CNIH4;LGMN;CDS2;ZNF253;ZCCHC12;CD40;WDR48;KCNC3;CETN2;CETN3;CROT;LSP1;AIFM1;GM2A;KYNU;ANXA6;SDF4;ZNF766;CTSF;PCMTD1;STRADA;LANCL1;LRRIQ1;AKR1A1;AGTRAP;TCTE3;COMMD7;IQCG;IQCH;TMEFF2;RCN2;PCCA;ACOX1;TBC1D5;RP2;NME7;TLCD2;CD47;CRELD1;PAFAH1B2;RAPGEF3;RNFT2;KDM3A;OAT;NDUFB5;VPS4B;RGS16;ADAM22;GLRX;AGPAT1;SAMHD1;SCARNA17;FGD2;TM9SF3;AP3M2;LMAN1;NT5DC1;RECQL5;CREG1;SAP30L;TIFA;ORMDL3;KLRG2;STOM;ZNF226;RBBP7;SPTSSA;ZNF224;WDR17;NPM1;ZNF582;STAT2;RNF26;ZNF182;NDUFA2;YIPF5;WDR19;CDC5L;CTNS;FOXJ1;ALDH4A1;AGBL5;RSPH1;GLB1;SCD;LPCAT3;GLOD4;PDCD4;PCYOX1L;RAD1;COPG2;RECK;CLUAP1;GLA;CDKN3
NFYB	hg19	190/2000	0.000951615276855204	0.00652536189843568	TDRKH;SCARB2;RPL30;ISCA1;ZNF691;ACAA2;KDM1A;ZFAND6;ZBTB26;ROGDI;ARID4A;SAT2;ABAT;COX6A1;LIPA;SAT1;LCLAT1;ALKBH3;PAIP2B;TFG;SPATA24;WDR91;NIPAL3;NUDT18;ZNF326;NUDT16;KIF21B;CLCC1;ACAA1;CDKL2;ZNF441;RARS2;STARD5;FBXO16;SACM1L;TINF2;ARMC9;ATG10;TALDO1;RUNDC3A;NRBP1;LZTFL1;SPOCD1;TMEM135;THAP8;CRISPLD2;LACTB2;TMEM138;RFX5;CRYZL1;STAMBP;TCTA;ZNF555;ASF1A;KCTD16;ZNF397;ZNF671;COPB2;ZCCHC7;RAB5B;TMEM161A;RETSAT;LMAN2L;GLO1;STXBP1;RPN1;WDR63;ARL2;COPS7A;LIAS;ZBTB4;OSGEP;NEU3;KLC4;ZMAT2;XRRA1;RAD21;CEP70;LDHD;STK38L;LRRC4C;FDFT1;WDTC1;XRCC6;TMEM184C;FAM9A;LRRN3;FZD4;TMEM120A;TCEANC;WDR53;KLHL24;AP4B1;FA2H;PARP11;TFCP2;ARL2BP;NMT1;PXMP4;FBXL2;NDUFAF1;RAD9B;CNIH4;LGMN;CDS2;LMBR1L;ARF4;ZNF253;ZCCHC12;CD40;FASTKD1;KCNC3;CETN3;ETFA;CROT;AFF1;GM2A;SUFU;TCTN2;ZNF766;CTSF;IZUMO4;AKTIP;LANCL1;ZDHHC13;KLF15;COPZ1;IQCG;TGFBR1;TAF6L;TMEFF2;RCN2;RILPL2;PCCA;TFDP2;TBC1D5;NME7;EXOC4;TLCD2;ZNF513;L2HGDH;CRELD1;GLCCI1;EXOC1;RNFT2;KDM3A;OAT;RALB;NDUFB5;WBP2;VPS4B;RGS16;GBA;PBXIP1;AP3M2;FBXL20;EXTL1;RECQL5;CREG1;SAP30L;TIFA;ORMDL3;KLRG2;ZNF226;RBBP7;SPTSSA;WDR17;RSPH4A;GCA;STAT2;RNF26;NDUFA2;YIPF5;WDR19;CTNS;FOXJ1;LRRC20;ALDH4A1;RSPH1;KRT19;TEF;SCD;PCYOX1L;RTN4IP1;CEP41;RECK;GLA;FRYL;LGR4;YPEL2
NFYB	hg19	194/2000	0.000292405907576784	0.00318137627443541	TDRKH;RFESD;F11R;LIPA;ALKBH3;ALCAM;TFG;SPATA24;WDR91;NIPAL3;FBXO8;CDK5RAP3;STARD5;ARL14;STARD8;SACM1L;TINF2;NSMCE1;ARMC9;TALDO1;THAP6;THAP5;THAP8;CRISPLD2;LACTB2;RFX5;ALDH7A1;ASF1A;ZNF397;TMEM161A;ABCB6;RETSAT;LMAN2L;RPN1;SDR39U1;ABCB8;COPS7A;LIAS;NCSTN;XRRA1;LDHD;STK38L;ZBED5;XRCC6;FZD4;LARP7;XRCC1;WDR53;FA2H;ALDH6A1;ARL2BP;NMT1;ANP32E;FBXL2;LGMN;CDS2;CDKN1C;INVS;ARF4;ZNF253;CETN2;CETN3;CITED4;CROT;AIFM1;SUFU;TCTN2;ANXA6;SDF4;IZUMO4;LRRIQ1;ZDHHC13;COPZ1;TAF6L;NME7;EXOC4;TLCD2;L2HGDH;CRELD1;RAPGEF3;EXOC1;OAT;LMAN1;RECQL5;ORMDL3;SPTSSA;STAT2;WDR19;RAB11B;ALDH4A1;AGBL5;FIG4;KRT19;LPCAT3;RAB3GAP2;COPG2;CEP41;CDKN3;SCARB2;ZNF331;TMEM179B;ZFAND6;ARID4A;SAT2;COX6A1;SAT1;LCLAT1;TM7SF2;PAIP2B;OSBP;NUDT18;NUDT16;FAM3C;CLCC1;ACAA1;FADS1;ZNF441;RARS2;OSR2;THNSL1;NRBP1;LZTFL1;ALDH3A2;RAB30;TMEM135;ERP29;FKBP8;TBC1D23;STAMBP;TCTA;ZNF555;KANK3;COPB2;ZCCHC7;GLO1;ARL2;KLC4;FGGY;ZMAT2;ZKSCAN5;FOPNL;WDTC1;KLHDC3;TMEM120A;ANKRD22;KLHL24;TDRD3;COPS4;CNOT6;TFCP2;PXMP4;RAD9B;CNIH4;LGALS3BP;LMBR1L;ETFA;ZC3H6;GM2A;IQUB;SCRN2;ZNF766;CEP290;LANCL1;KLF15;IQCG;PCCA;TFDP2;RNFT2;KDM3A;ATF6B;NDUFB5;WBP2;VPS4B;RGS16;NDUFB3;NRXN2;GLRX;AGPAT1;ADD1;AP3M2;FAM168A;SAP30L;STOM;RBBP7;NDUFA8;RNF26;ZNF182;NDUFA2;CTNS;SUOX;TEF;SCD;PDCD4;GLA
NR2F2	Human	34/269	0.00279970382176902	0.0417390959077473	TMEM167A;CETN2;VPS4B;AMIGO2;SAT2;TM2D3;FNBP1L;GABARAP;PCMTD2;KIF3B;RDH10;ACP6;TCTEX1D2;STK38L;AMZ2;AP3S1;ITGB6;TCEAL9;CTSA;KLHDC2;NDUFA8;ZNF185;JUP;RPS7;TMC4;GJB2;LACTB2;CHMP2B;CHMP4C;CHMP2A;AIDA;NUPR1;LCP1;CHMP5
NR3C1	Human	37/283	0.0010213491976868	0.0206867526901096	ZNF331;CD86;APP;CERKL;KDM3A;FUT11;QPRT;ROGDI;SPINT2;NPL;OAZ2;FBXL20;FUT8;FAM168A;CREB3L4;ORMDL3;PCED1B;TBC1D10C;LGALS8;PCMTD1;FDXACB1;CERS5;APAF1;STAT2;ANKRD22;ABHD14B;RAB11A;TAPBP;CLIP3;ESRP2;RFX5;TMEM106C;TCEANC2;RHOU;GALM;ALPK1;LGMN
NR5A2	Human	37/255	0.0001327735994288	0.00576237421520991	RNFT2;RAB5B;WBP1L;ALKBH7;TMEM141;FAM117B;ARHGAP4;CRYZ;ALDH3B2;LMBR1;FAM102B;SALL2;TCTEX1D2;ANXA6;KCNMB4;FLOT2;SPTSSA;FAM3C;ADAMTS9;AAMDC;LHPP;IRX3;RNF26;WDR19;KLHDC8B;RBL2;OLFM1;RAB30;CNOT6;ZC2HC1A;SCD;CPE;ACO1;EVL;COQ8A;GLA;ITGB3BP
NR5A2	Human	41/311	0.000476265849084643	0.0119249641443886	ERO1A;GALNT12;ARF4;RBM47;ABCB6;KIAA1324L;CLTC;QPRT;ITGB2;ARL1;NTN4;CROT;SAT1;LIMA1;NCSTN;FGGY;CPT2;FAM162A;RDH10;ACP6;GAMT;KLHDC2;NQO1;CD164;ANK3;TMEM135;RSPH1;GGCX;ACOX2;CRISPLD2;CPD;SCNN1A;NOXA1;LCN2;SPATS2L;GALM;ACKR2;P4HB;PAM;ITM2C;LRP11
NRF1	ENCODE	184/1882	0.000285147719854681	0.00370692035811085	OTUD5;WDSUB1;NDUFA12;CEP19;IPP;RBPJ;COX6A1;TMEM141;RCBTB2;KRTCAP2;LAPTM4A;ABHD10;TBK1;TFG;RASSF4;TBC1D32;ZNF449;PAPOLA;KAT7;KIFAP3;FADS1;FBXO9;RALBP1;ESCO1;SCAF11;IPMK;ARRDC3;FBXO15;CDKAL1;THNSL1;OSCAR;ARMC2;ZC2HC1C;RAB30;ZFYVE16;THAP5;RALGAPB;NEIL2;THAP8;SCO2;ZFYVE19;ERP29;TCTA;ISCU;SRSF9;KCTD16;KHDRBS1;ZCCHC7;ZBED8;RETSAT;ANAPC16;COX15;ARL3;COX18;ZNF391;FUT11;ARL1;SUPT4H1;SDR39U1;KRCC1;ZBTB4;OAZ2;COMMD8;FGGY;ZMAT2;OARD1;RDH10;RAD21;ARSK;TCTEX1D2;S100A13;SCAP;AMZ2;FOPNL;WDTC1;KLHDC3;XRCC6;CDK19;RAB4A;NEK4;ZBTB14;PCIF1;TCEANC;XRCC1;RFXANK;ARPC5;PTRHD1;EXT2;COPS5;AMACR;ARL2BP;TDP2;CHMP2B;WDR5B;TAB3;EZH1;ZNF652;CDS2;ARF4;NGLY1;SRP54;WDR45;PCMTD2;FSD1L;AIFM1;RSRC1;ZMYM4;SUFU;SDF4;NELFCD;PAAF1;ZNF484;LRRC46;IZUMO4;STRADA;GAA;AKTIP;AP3B1;WIPI2;AFTPH;TBC1D5;ZNF638;PCCB;RBM12B;TMEM106C;AIDA;PAFAH1B1;CHMP5;KDM3A;ATF6B;WBP2;SSNA1;CDNF;VPS4B;PARN;RBM4B;AGPAT1;SAMHD1;ZBTB41;PAPSS1;PBLD;ZFP14;CNPY4;OS9;FAM120B;SAP18;SCAND1;RBBP7;PAIP2;AAMDC;CDKN2D;NDUFA8;NPM1;NDUFA5;TAF12;ASCC1;LRRC27;ZNF182;YIPF5;WDR19;CDC5L;FBXL15;LYSMD3;RSPH3;TM9SF2;RAB10;NUDT7;CLCN5;ABCB10;APC;KIAA0586;CCNG2;KLHL7;ASB8;APLF;PDCD4;CFAP36;RAB18;CDK2AP2;RAB3GAP2;TAF6;P4HB;COPG1;LAMTOR4
NRF1	hg19	182/2000	0.00750885406872496	0.0272321107559092	SCARB2;CMAS;WDSUB1;KDM1A;KDM1B;NDUFA12;RFESD;ZFAND6;CEP19;SYAP1;COX6A1;SCAMP4;ABHD10;TBK1;SCP2;TFG;RASSF4;OSBP;SCN9A;ZNF449;CPNE3;KAT7;FAM3C;ACAA1;NUDT12;PAQR8;STARD3;KCTD19;ALG6;FAM24B;ESCO1;ZNF160;APLP1;TALDO1;LDOC1;CDKAL1;THNSL1;THOC7;LZTFL1;CLIP3;ARMC2;OXA1L;ACAP2;RAB30;NEIL2;LACTB2;SCG3;TCTA;FAM161B;RELL2;OPTN;ISCU;KCTD16;TMEM185A;COX18;COPB1;FUT11;ARL1;NTPCR;KRCC1;ZBTB4;RPAP3;FAM171A2;ZMAT2;RAD21;CLTCL1;ARSK;VPS8;S100A13;RNF170;SCAP;AMZ2;RAB6A;ZNF302;CNTLN;WDTC1;FN3K;RAB4A;IQSEC2;FZD4;LRBA;PCIF1;TCEANC;AP4B1;EXT2;COPS5;AMACR;ARL2BP;TDP2;ANP32E;CHMP2A;FGFR1OP;ZNF652;CDS2;ITM2C;LRP11;ARF4;PCDHGB7;SPEF2;FASTKD1;CETN2;SPIN3;NGLY1;CITED4;WDR41;ETFA;NENF;WDR45;AFF1;PCMTD2;COIL;ARV1;FSD1L;ZMYM3;ZNF385B;ZNF766;CTSF;ACADS;CTSC;PAAF1;PCMTD1;ZNF484;LRRC46;PARP2;GAA;ARAP3;AP3B1;NRG2;WIPI2;NUDT16L1;KIF27;FAM210B;RBL2;FCHSD2;SYF2;ZNF638;PCCB;RBM12B;TMEM106C;VWA1;CD47;RNFT2;RNF32;RBM47;KDM3A;NDUFB7;ATF6B;SSNA1;VPS4B;GBA;PARN;TM2D3;COX5B;PAPSS1;LMAN1;LIMA1;ZFP14;CNPY4;OS9;FAM120B;RAB28;JAM3;NPM1;ZNF582;NDUFA5;STAT2;WDR19;CTNS;FBXL15;LRRC20;TM9SF2;RAB10;REST;ABI2;APC;KLHL7;ASB8;LPCAT3;APLF;LPCAT2;CDK2AP2;CDK5R2
NRF1	hg19	189/2000	0.00125874582680749	0.00766253720049791	CHPF;WDSUB1;NDUFA12;RFESD;CEP19;IPP;COX6A1;LIPA;TMEM141;KRTCAP2;LAPTM4A;ABHD10;TBK1;TFG;ZNF449;PAPOLA;KAT7;OSTF1;ACAA1;KIFAP3;ZNF285;RALBP1;FAM24B;ESCO1;SCAF11;ARRDC3;FBXO15;CDKAL1;THNSL1;ASRGL1;ARMC2;RAB30;ZFYVE16;THAP5;RALGAPB;NEIL2;THAP8;ZFYVE19;ERP29;TCTA;FAM161B;ISCU;SRSF9;KCTD16;KHDRBS1;ZCCHC7;RWDD2B;RETSAT;ANAPC16;ARL3;COX18;ZNF391;FUT11;ARL1;SUPT4H1;SDR39U1;OMA1;KRCC1;ZBTB4;OAZ2;COMMD8;FGGY;ZMAT2;TMEM127;RAD21;ARSK;TCTEX1D2;S100A13;RNF170;SCAP;AMZ2;FOPNL;FAM43B;CNTLN;LHPP;WDTC1;KLHDC3;XRCC6;RAB4A;ABCA5;NEK4;FZD4;STK11IP;LRBA;PCIF1;TCEANC;XRCC1;TDRD7;ARPC5;PTRHD1;EXT2;COPS5;AMACR;ARL2BP;TDP2;CHMP2B;WDR5B;ANP32E;TAB3;EZH1;ZNF652;CDS2;ARF4;FASTKD1;NGLY1;SRP54;CTCF;WDR45;PCMTD2;FSD1L;AIFM1;RSRC1;ZMYM4;SUFU;SDF4;ERMAP;PAAF1;ZNF484;ZNF483;LRRC46;IZUMO4;STRADA;GAA;AKTIP;IQCE;AP3B1;WIPI2;FAM210B;AFTPH;VSNL1;TBC1D5;ZNF638;PCCB;RBM12B;TMEM106C;PAFAH1B1;CHMP5;ATF6B;WBP2;SSNA1;CDNF;VPS4B;PARN;RBM4B;COX5B;AGPAT1;SAMHD1;PAPSS1;SRR;ZFP14;CNPY4;OS9;FAM120B;SAP18;RBBP7;JAM3;CDKN2D;NDUFA8;NPM1;NDUFA5;GCA;TAF12;LRRC27;ZNF182;YIPF5;WDR19;CDC5L;LAMB1;FBXL15;LYSMD3;RSPH3;TM9SF2;RAB10;NUDT7;CLCN5;ABCB10;APC;KIAA0586;KLHL7;ASB8;LPCAT3;APLF;PDCD4;RAB18;CDK2AP2;RAB3GAP2;TAF6;P4HB;CEP41
NRF1	hg19	190/2000	0.000951615276855204	0.00652536189843568	GALNT11;CHPF;KDM1A;NDUFA12;RFESD;ZFAND6;IPP;RBPJ;SAT1;NUDT6;RGS5;KRTCAP2;ABHD10;TBK1;RNF114;TFG;FAM162A;FPGT;ZNF449;PAPOLA;NUDT18;KAT7;KIFAP3;TBC1D22A;FBXO9;STARD3;STARD4;ZNF285;ALG6;FAM24B;ZNF160;ARRDC3;APLP1;ATG10;CDKAL1;CNPY3;CHD1L;SCAMP1;THOC5;ATG13;NRBP1;LZTFL1;ARMC2;TMEM135;ZFYVE16;THAP5;ZFYVE19;TCTA;FAM161B;RELL2;ASF1A;ISCU;SRSF9;ZNF397;GCDH;TMEM185A;COPB2;ZCCHC7;RWDD2B;RETSAT;TEX264;ARL3;COX18;YTHDC2;ZNF391;COPB1;FUT11;STXBP2;SDR39U1;COPS7A;OMA1;ADH5;RPAP3;FGGY;CHTF8;ARSK;VPS8;TCTEX1D2;SCAP;AMZ2;ZNF546;FOPNL;ZBED5;NDUFV1;LHPP;KLHDC3;XRCC6;RAB4A;OPN3;ABCA5;NEK4;FZD4;TCEANC;ERLIN1;XRCC1;WDR53;TDRD7;ARPC5;KLHL24;TDRD3;COPS4;EXT2;IRAK1BP1;CNOT7;COPS5;AMACR;CCPG1;CHMP2B;FGFR1OP;PXMP4;NIT1;EZH1;ZNF652;CDS2;ARF4;LDB1;CETN2;NGLY1;WDR45;AFF1;PCMTD2;FSD1L;AIFM1;RSRC1;SUFU;OPA3;ZNF766;CEP290;ACADS;PCMTD1;ZNF484;ZNF483;LRRC46;PARP4;SPHK2;ACTR6;EXOC7;GAA;IQCE;ARNT;ABHD14A;AP3B1;WIPI2;NUDT16L1;FAM210B;RBL2;NSMCE4A;ZNF638;PCCB;RBM12B;TMEM106C;VWA1;CD47;ZMYND10;RNFT2;RNF32;RNASEL;SSNA1;VPS4B;RBM4B;AGPAT1;SAMHD1;LIMA1;SRR;ZFP14;CNPY4;RALY;ZNF347;RBBP7;FDXACB1;NDUFA8;CDKN2C;NDUFA5;TAF12;STAT2;YIPF5;WDR19;FBXL15;RAB11B;FIG4;TM9SF2;LYRM2;NUDT7;APC;GLB1;KLHL7;ASB8;LPCAT2;PDCD4;NUCB1
NRF1	hg19	192/2000	0.000533986543691824	0.00463545765587796	OTUD5;GALNT11;WDSUB1;NDUFA12;CEP19;FMR1;IPP;RBPJ;COX6A1;LIPA;TMEM141;KRTCAP2;LAPTM4A;ABHD10;TBK1;TFG;FPGT;NIPAL3;ZNF449;PAPOLA;KAT7;KIFAP3;FBXO9;RALBP1;FAM24B;ESCO1;SCAF11;ARRDC3;FBXO15;CDKAL1;THNSL1;ARMC2;RAB30;TMEM135;ZFYVE16;THAP5;RALGAPB;NEIL2;THAP8;TMEM138;ZFYVE19;ERP29;TCTA;ISCU;SRSF9;KCTD16;KHDRBS1;COPB2;ZCCHC7;RETSAT;ANAPC16;STXBP3;TEX264;ARL3;COX18;ZNF391;FUT11;ARL1;SDR39U1;FOXO4;NTPCR;KRCC1;ZBTB4;OAZ2;RPAP3;COMMD8;FGGY;ZMAT2;RAD21;ARSK;VPS8;TCTEX1D2;S100A13;SCAP;AMZ2;ZNF546;FOPNL;RAB6A;ZNF302;CNTLN;WDTC1;KLHDC3;XRCC6;RAB4A;NEK4;ZNF260;TCEANC;ERLIN1;XRCC1;ARPC5;AP4B1;PTRHD1;TDRD3;EXT2;COPS5;AMACR;ARL2BP;TDP2;CHMP2B;WDR5B;TAB3;EZH1;ZNF652;CDS2;ARF4;NGLY1;SRP54;WDR45;PCMTD2;ARV1;FSD1L;AIFM1;RSRC1;SUFU;OPA3;SDF4;ACP2;ZNF766;PAAF1;PCMTD1;ZNF484;LRRC46;EXOC7;PARP2;STRADA;GAA;AP3B1;WIPI2;RBL2;AFTPH;TBC1D5;ZNF638;PCCB;RBM12B;TMEM106C;PAFAH1B1;CHMP5;RNF32;KDM3A;NDUFB7;STX17;ATF6B;WBP2;SSNA1;CDNF;VPS4B;GBA;PARN;RBM4B;AGPAT1;SAMHD1;PAPSS1;ZFP14;CNPY4;OS9;FAM120B;SAP18;RBBP7;CDKN2D;NDUFA8;NPM1;CHURC1;NDUFA5;TAF12;LRRC27;ZNF182;YIPF5;WDR19;APEX2;CDC5L;FBXL15;LYSMD3;KAZALD1;RSPH3;FIG4;TM9SF2;RAB10;LYRM2;NUDT7;CLCN5;APC;GLB1;KIAA0586;KLHL7;ASB8;APLF;PDCD4;RAB18;CDK2AP2;RAB3GAP2;TAF6;P4HB
