	Term	Type	Overlap	P.value	Adjusted.P.value	Genes
1	NR2F6	knockdown 96h HCC515 	25/300	5.59991357887179e-07	0.00068020283604696	ZNF550;GCM1;GMEB1;GMEB2;ZNF250;DOT1L;ONECUT1;WIZ;NRF1;NPAS1;NHLH2;PKNOX1;RREB1;CCDC71;JUND;ZNF10;ZNF34;ZNF79;ETV3;NR2F6;POU6F1;IRF4;ZFP64;CLOCK;HMX1
2	GPR137	knockdown 96h HEPG2 	25/300	5.59991357887179e-07	0.00068020283604696	GMEB1;SPI1;ZBTB24;ZBTB48;MYNN;NRF1;IKZF5;ZBTB40;ELK4;YY1;TBX21;DVL3;ZNF764;RREB1;ZNF484;ZNF142;CIZ1;MGA;FOXJ2;PAX3;ZNF79;ZNF639;ZNF778;CLOCK;ANAPC2
3	FZD5	knockdown 96h HT29 	25/300	5.59991357887179e-07	0.00068020283604696	GMEB1;ONECUT1;BAZ2A;ZNF3;NRF1;ELK4;YY2;ZNF408;ZNF280B;E2F1;DPF3;ZNF668;ZKSCAN5;ZNF764;ZFP37;ZBED4;CPSF4;ZNF142;ZNF460;TBX6;ZNF35;FOXP3;ZNF639;ZFP64;LMX1B
4	CFTR	knockdown 96h HT29 	24/300	1.94160610597291e-06	0.00141504253003306	ZNF551;GMEB1;PBRM1;DLX2;GMEB2;CHD9;ZBTB43;CTCF;FOXN3;RLF;IKZF4;ARNTL2;PML;RELB;ELK4;ZNF609;ELF1;ZBTB6;SP2;SIX5;ZFP64;MSC;ATF4;ZNF574
5	GPR137	knockdown 96h PC3 	24/300	1.94160610597291e-06	0.00141504253003306	MLXIP;ZNF484;ZNF141;ZBTB25;RFX3;TBX6;GLI1;ZNF79;BACH1;AFF4;NR2C1;IKZF5;ZBTB6;ZNF529;TLX1;ZNF407;ZSCAN12;ZNF778;PKNOX1;CBLL1;RREB1;GABPA;ZNF134;ZNF343
6	EIF2AK1	knockdown 96h HA1E 	23/300	6.43711449534642e-06	0.00234568452210424	ZNF133;ESRRA;ZNF484;ZBTB39;ZNF550;CPSF4;JUN;SETDB1;DOT1L;RFX3;PAX3;ZNF3;ZNF79;TBX19;SP2;ZNF639;HSF2;ZSCAN12;ATF7;LMX1B;ZBED4;GABPA;ZNF343
7	CDK8	knockdown 96h HCC515 	23/300	6.43711449534642e-06	0.00234568452210424	ZNF771;ATF2;ZNF142;GMEB2;ZNF460;POU2F1;DOT1L;ONECUT1;ASH1L;ZNF3;IKZF2;OVOL1;ZNF79;PRDM10;ZBTB3;PML;IKZF5;RELB;ELK4;ZNF609;PLAGL2;ZNF764;ZBED4
8	NRBP1	knockdown 96h HCC515 	23/300	6.43711449534642e-06	0.00234568452210424	ZNF287;CREBZF;ATF2;KLF12;RFX3;PBX2;BRCA1;FOXP3;RUNX1;GLI2;ZNF609;YY2;SP2;ZNF507;ZXDB;ZNF280B;ZKSCAN5;WHSC1;ZC3H13;ZNF444;UNKL;ZSCAN2;ZNF343
9	STK38	knockdown 96h HCC515 	23/300	6.43711449534642e-06	0.00234568452210424	ESRRA;ARNT2;CPSF4;JUN;SRF;UBR4;CXXC1;RFX3;PBX2;BAZ2A;HOXC13;NRF1;TBX6;IKZF2;RUNX1;PHF8;ZBTB40;ZNF639;MYC;ZNF280B;HIVEP3;MAFK;RREB1
10	GPR87	knockdown 96h HT29 	23/300	6.43711449534642e-06	0.00234568452210424	ZNF177;RBPJL;ZNF440;ZNF460;EGR4;DOT1L;RFX3;PRDM13;ARID3A;NRF1;ZNF35;ZNF79;PRDM10;NR2C1;TBX19;HSF1;REL;PLAGL2;ZNF248;ZNF576;ZNF202;SLC2A4RG;ZNF432
11	WEE1	knockdown 96h A549 	22/300	2.03766961464802e-05	0.00436780475045729	PRDM8;ZNF771;ZNF142;GMEB1;FOXJ2;BAZ2A;TCF20;BRCA1;NRF1;IKZF2;POU3F1;IKZF4;PHF8;SSH1;ELK4;SP2;ZNF639;MYC;ZNF280B;ZFP64;RREB1;HMX1
12	STK10	knockdown 96h HA1E 	22/300	2.03766961464802e-05	0.00436780475045729	RBPJL;SRCAP;SETDB1;DOT1L;RFX3;PAX3;PRDM2;TBX6;IKZF3;IKZF4;POU6F1;ZBTB40;ELK4;ZNF609;GON4L;ELF2;ZNF408;ZNF639;HIVEP3;ZNF764;RREB1;MNX1
13	KCNG1	knockdown 96h HT29 	22/300	2.03766961464802e-05	0.00436780475045729	ZNF440;ZNF550;GCM1;ZNF384;RFX3;BAZ2A;HOXD13;MLLT1;RFX1;NRF1;BACH1;FOXP3;POU6F1;MECP2;NCOR2;YY2;MYC;ZXDB;ZNF280B;ZNF318;ZBED4;ZSCAN2
14	KCNK2	knockdown 96h HT29 	22/300	2.03766961464802e-05	0.00436780475045729	RBPJL;PBRM1;ZNF460;PRDM4;SRF;FOXH1;RFX3;PAX3;PRDM13;HOXD13;ARID3A;OVOL1;TBX19;RXRA;ZNF529;MYC;HSF1;ZNF576;ZNF202;MNX1;SLC2A4RG;ZNF432
15	GPR142	knockdown 96h MCF7 	22/300	2.03766961464802e-05	0.00436780475045729	PBRM1;GMEB2;ZNF592;MAX;SRF;FOXH1;BAZ2A;NR2C2;PML;THAP1;ELK4;ZBTB6;CREB1;MYC;SNAI1;ZNF668;ZKSCAN5;CIC;MSC;ZNF576;ZFP37;CCDC71
16	GPR160	knockdown 96h MCF7 	22/300	2.03766961464802e-05	0.00436780475045729	ZNF771;RBPJL;GMEB2;ZNF592;FOXH1;BAZ2A;IKZF2;NPAS1;NPAS2;PML;THAP1;FOSL2;KLF7;MNT;ZZZ3;CREB1;ZNF668;HIVEP2;LMX1B;CIC;MSC;ZNF212
17	PROKR2	knockdown 96h MCF7 	22/300	2.03766961464802e-05	0.00436780475045729	ZNF771;RBPJL;PBRM1;GMEB2;ZNF592;ZBTB24;NFYC;FOXH1;PAX3;BAZ2A;IKZF2;ZNF79;NPAS1;PML;ZZZ3;ZBTB6;SIX5;ZNF768;ZNF668;HIVEP2;CCDC71;MNX1
18	MAP4K4	knockdown 96h A549 	21/300	6.14902793400398e-05	0.007726571652245	ZBTB39;GMEB1;SMAD4;KLF12;GMEB2;PAX3;ARNT;BAZ2A;NRF1;ZBTB5;ZNF16;PHF8;ELK4;YY2;ELF2;EWSR1;ZNF639;ZNF280B;E2F1;ZSCAN12;ZNF710
19	PRKCH	knockdown 96h A549 	21/300	6.14902793400398e-05	0.007726571652245	AKAP8L;HOXC13;NRF1;IKZF2;GLI1;ELK1;FOXP3;ZNF16;POU6F1;PHF8;ELK4;DEAF1;ZNF639;TLX1;ZFP64;DVL2;E2F1;MAFK;MTA2;UNKL;MNX1
20	SLK	knockdown 96h A549 	21/300	6.14902793400398e-05	0.007726571652245	MBD3;ESRRA;ZSCAN5A;DLX2;FOXH1;NRF1;ZBTB5;ZNF8;NPAS1;IKZF4;NR2F6;ZNF280B;TLX1;E2F1;ADNP2;ZSCAN12;LMX1B;PKNOX1;CIC;ZNF236;MNX1
21	O3FAR1	knockdown 96h HA1E 	21/300	6.14902793400398e-05	0.007726571652245	GMEB1;PPP1R10;PBX2;PRDM13;HOXC13;TBX6;ZBTB5;GLI1;ZNF79;POU3F1;IKZF3;NCOR1;GON4L;ELF2;KAT5;NHLH1;ZXDC;ZKSCAN3;DPF3;ZNF557;ZNF532
22	BMPR1A	knockdown 96h HCC515 	21/300	6.14902793400398e-05	0.007726571652245	ZSCAN5A;KLF12;CIZ1;MAX;SRF;ONECUT1;CXXC1;BAZ2A;FOXP3;IKZF4;PML;NR2F6;ZBTB40;YY2;ZNF318;ZNF668;DVL3;ZC3H13;CLOCK;RREB1;ZNF574
23	PBK	knockdown 96h HCC515 	21/300	6.14902793400398e-05	0.007726571652245	RBPJL;CPSF4;RFX3;PRDM13;ZNF3;IKZF2;OVOL1;ZNF79;PML;GLI2;ZNF609;ZBTB6;TAL1;IRF4;ZNF639;E2F1;ZKSCAN5;MAFK;TP63;ZSCAN2;ZNF343
24	ROS1	knockdown 96h HCC515 	21/300	6.14902793400398e-05	0.007726571652245	PRDM8;ZNF771;ZBTB39;DOT1L;RFX3;RFX1;NRF1;TBX6;ZNF35;ZNF79;GPATCH8;IKZF4;AFF1;POU6F1;ZFP36L1;ZNF639;TLX1;ZFP64;UBTF;ZC3H13;TAF1
25	SMO	knockdown 96h HT29 	21/300	6.14902793400398e-05	0.007726571652245	RBPJL;ZNF460;SETDB1;PRDM4;FOXH1;RFX3;PAX3;PRDM13;ARID3A;RFX1;NRF1;NR2C1;ELK4;HSF1;DVL2;ZSCAN12;ZNF236;ZFP37;MNX1;ZNF696;ZNF432
26	ULK3	knockdown 96h HT29 	21/300	6.14902793400398e-05	0.007726571652245	ZSCAN5A;PBRM1;GMEB2;RFX3;PBX2;ARNT;NRF1;GPATCH8;NPAS2;NCOR2;ELF1;NCOR1;MYC;ZSCAN12;ZNF248;ADNP;ZNF764;RREB1;E2F6;ZNF212;CREB5
27	AR	knockdown 96h MCF7 	21/300	6.14902793400398e-05	0.007726571652245	ZNF133;ATF2;ZNF484;ZNF384;ZSCAN5A;SETDB1;ASH1L;POU3F1;TBX19;RNF2;GON4L;TAL1;ZNF639;SP4;ZFP64;ZKSCAN3;ZKSCAN5;NFRKB;ZNF576;CCDC71;TP63
28	TAAR6	knockdown 96h MCF7 	21/300	6.14902793400398e-05	0.007726571652245	ZBTB17;PBRM1;ZFHX3;ZNF282;FOXH1;ZBTB48;XPA;UBR4;NFKB1;CREB1;ZFP64;DPF2;SNAI1;ERF;ZKSCAN3;DVL3;BRD9;ZNF557;E2F4;ZNF324;ZNF202
29	CASK	knockdown 96h PC3 	21/300	6.14902793400398e-05	0.007726571652245	ZNF384;ZNF460;EGR4;ZNF250;ONECUT1;AKAP8L;PRDM13;ZNF8;ZNF79;AFF4;PHF8;ELK4;YY1;YY2;ZNF507;ZNF280B;E2F1;ATF7;ZSCAN2;ZNF134;TAF1
30	GPR137	knockdown 96h A549 	20/300	0.000176595397608658	0.0126179142918814	CIZ1;MAZ;RFX3;GTF2F1;RELA;RNF2;PML;RUNX1;FOSL2;ELK4;ZNF507;ZNF280B;ZFP64;HIVEP1;ZSCAN12;ZNF324;ZNF764;RREB1;ZNF696;ZNF134
31	MAPKAPK2	knockdown 96h A549 	20/300	0.000176595397608658	0.0126179142918814	PRDM8;ESRRA;ZNF484;ZNF142;SRCAP;TCF20;NRF1;IKZF4;AFF1;ELK4;ZNF609;ELF2;EWSR1;NKRF;MYC;SP4;ZNF688;LMX1B;ZNF764;MTA2
32	FGFR4	knockdown 96h HA1E 	20/300	0.000176595397608658	0.0126179142918814	KLF12;CIZ1;SETDB1;SRF;ZNF3;IKZF2;ZNF35;IKZF4;NR2F6;POU6F1;NCOR2;ZNF609;SP2;ZNF639;ZNF506;ZNF74;ZNF768;HIVEP3;RREB1;ZNF696
33	GAK	knockdown 96h HA1E 	20/300	0.000176595397608658	0.0126179142918814	ZNF287;ZNF384;GMEB1;KLF12;MYNN;FOXJ2;RFX3;BAZ2A;PRDM2;PROX1;POU3F1;BACH1;HIF1A;RUNX1;ZNF609;EWSR1;ZNF506;ZSCAN12;PKNOX1;RREB1
34	MAPK8	knockdown 96h HA1E 	20/300	0.000176595397608658	0.0126179142918814	ZNF287;RBPJL;FOXH1;ONECUT1;PBX2;TBX6;ZNF79;ZBTB6;YY2;EWSR1;ZNF408;NHLH1;ZNF280B;ZXDC;ZKSCAN3;ZNF668;ZNF764;GABPA;ZSCAN2;SOX5
35	RIOK2	knockdown 96h HA1E 	20/300	0.000176595397608658	0.0126179142918814	KLF12;CIZ1;BAZ2A;ARID3A;NRF1;TBX6;IKZF4;RNF2;ZNF16;POU6F1;NHLH2;SP2;ZNF639;ZNF74;ZFP64;DVL2;ZNF646;ZKSCAN5;ZNF444;ZNF696
36	ANO1	knockdown 96h HCC515 	20/300	0.000176595397608658	0.0126179142918814	ARNT2;ZNF550;NFAT5;GMEB1;ZNF250;BAZ2A;NFATC1;ASH1L;OVOL1;ZNF79;NCOR2;ZZZ3;CUX1;ZNF507;SP4;E2F1;TUT1;PKNOX1;ZNF136;SOX5
37	AR	knockdown 96h HCC515 	20/300	0.000176595397608658	0.0126179142918814	ZNF287;ZBTB39;ZNF550;NFAT5;ZBTB25;SATB2;TCF20;ASH1L;IKZF2;ZNF35;ZNF79;GPATCH8;POU6F1;THAP4;YY2;ZNF280B;TLX1;ZNF669;UNKL;CCDC71
38	CAMK2D	knockdown 96h HCC515 	20/300	0.000176595397608658	0.0126179142918814	MLXIP;ZNF440;KLF12;ZNF141;BRPF1;MINK1;ZBTB48;RFX3;TCF20;POU3F1;CHD2;NR2C2;PRDM10;RELA;ZNF609;ZNF408;ZXDB;DVL1;ZNF778;SOX5
39	GPRC5C	knockdown 96h HCC515 	20/300	0.000176595397608658	0.0126179142918814	ESRRA;ZNF484;GMEB2;SRF;BAZ2A;POU3F1;PRDM10;IKZF4;PML;RUNX1;POU6F1;ELK4;NCOR2;ZNF408;ZFP64;E2F1;DPF3;LMX1B;ZNF787;ZNF574
40	LGR6	knockdown 96h HCC515 	20/300	0.000176595397608658	0.0126179142918814	MLXIP;ZNF440;ZNF384;ZSCAN5A;GMEB2;ZBTB48;RFX3;CHD2;NR2C2;PRDM10;FOXP3;RELA;ZNF609;ZNF408;ZXDB;SP4;DVL1;E2F1;ZNF778;CLOCK
41	STK11	knockdown 96h HCC515 	20/300	0.000176595397608658	0.0126179142918814	ZNF771;DOT1L;TCF20;ZNF3;IKZF2;POU3F1;IKZF3;GPATCH8;ZFP36L1;ZNF606;ZNF507;IRF2;ZNF669;ZKSCAN3;ZSCAN12;ZNF557;ZKSCAN5;ZNF787;UNKL;ZNF134
42	ESR2	knockdown 96h HEPG2 	20/300	0.000176595397608658	0.0126179142918814	ZNF287;GMEB1;PBRM1;DLX2;GMEB2;SRCAP;AKAP8L;TCF20;ARID3A;HOXC13;ETV3;BACH1;AFF1;EWSR1;ZNF646;MAFK;ZNF710;ZFP37;MNX1;ZNF200
43	GPR31	knockdown 96h HEPG2 	20/300	0.000176595397608658	0.0126179142918814	RFX3;NFATC1;SOX12;PAX5;POU2F2;FOXP3;IKZF4;CENPB;NPAS2;IKZF5;NR2F6;GLI2;ZBTB40;ZXDB;SNAPC4;E2F1;PLAGL2;MAFK;HMX1;ZNF343
44	GPR56	knockdown 96h HEPG2 	20/300	0.000176595397608658	0.0126179142918814	ZNF771;ZNF550;GMEB2;ZNF460;PRDM4;ZBTB24;SRF;BAZ2A;HOXD13;SOX12;NRF1;IKZF2;ZBTB6;YY2;POLR2A;ZNF280B;SNAPC4;DPF3;MAFK;ZBED4
45	P2RY8	knockdown 96h HEPG2 	20/300	0.000176595397608658	0.0126179142918814	ZNF133;ZNF512B;SRCAP;PBX2;BAZ2A;ZNF35;IKZF3;ZFHX4;AFF4;NFKB1;POU6F1;ZNF7;MECP2;HIVEP3;MAFK;ZKSCAN4;NFRKB;CBLL1;ZNF202;MET
46	CD97	knockdown 96h HT29 	20/300	0.000176595397608658	0.0126179142918814	RBPJL;PBRM1;MAX;TFEB;PAX3;ZNF76;TBX6;ETV3;FOXP3;RNF2;ELK4;ZXDB;ZNF280B;ZKSCAN3;ATF7;ZKSCAN5;PKNOX1;TP63;ZBED4;CREB5
47	RARA	knockdown 96h HT29 	20/300	0.000176595397608658	0.0126179142918814	MBD3;SRCAP;ZNF282;MINK1;FOXJ2;WIZ;PRDM2;BRCA1;IKZF2;OVOL1;ZNF7;E2F1;DPF3;HIVEP3;WHSC1;E2F4;MTA2;CLOCK;SLC2A4RG;TAF1
48	TNIK	knockdown 96h HT29 	20/300	0.000176595397608658	0.0126179142918814	RBPJL;PRDM4;FOXH1;DOT1L;RFX3;PRDM13;ARID3A;TBX19;POU6F1;HSF1;DVL2;ZSCAN12;BRD9;E2F4;CLOCK;ZNF576;ZNF202;ZFP37;TP63;ZNF696
49	ERBB4	knockdown 96h MCF7 	20/300	0.000176595397608658	0.0126179142918814	ZNF440;ZBTB39;ZBTB17;GMEB1;SMAD4;BRPF1;EGR4;SRF;RFX3;PBX2;HELZ;ZBTB3;RELB;MNT;MTA1;NHLH1;LMX1B;PKNOX1;E2F6;ZNF267
50	NPFFR2	knockdown 96h MCF7 	20/300	0.000176595397608658	0.0126179142918814	PRDM8;ZNF551;ATF2;ZNF484;ZNF142;GMEB2;MAX;ONECUT1;ZNF8;RNF2;RUNX1;NCOR2;LARP1;NCOR1;DDIT3;ZNF304;MAFK;MSC;ZFP37;ZNF212
51	P2RY6	knockdown 96h MCF7 	20/300	0.000176595397608658	0.0126179142918814	CIZ1;GMEB2;ZNF592;ZBTB32;BRCA1;NPAS2;ZZZ3;CREB1;ELF2;MYC;ZNF280B;SP4;ZNF318;ZNF668;CIC;MSC;ZNF576;ZFP37;CCDC71;E2F6
52	CSNK2A2	knockdown 96h A375 	19/300	0.000481805558974282	0.02041510996398	ATF2;CIZ1;ZNF250;NFYC;MINK1;PBX2;BAZ2A;HOXC13;NRF1;TBX6;ZNF79;POU3F1;THAP1;POU6F1;YY1;NHLH2;ZNF639;ZSCAN12;ATF7
53	RPS6KA5	knockdown 96h A375 	19/300	0.000481805558974282	0.02041510996398	ZBTB39;ZNF384;ZNF142;JUND;MAX;ZBTB1;FOXJ2;PRDM2;ZBTB5;ZNF35;ELF1;TBX21;ZKSCAN3;ADNP2;ZSCAN12;ZNF764;GABPA;ATF4;TAF1
54	RPS6KB1	knockdown 96h A375 	19/300	0.000481805558974282	0.02041510996398	ATF2;ZNF550;KLF12;ZNF460;ZNF250;RFX3;IKZF2;ZNF79;POU3F1;ETV3;ESR2;PML;NR2F6;GLI2;YY2;ZNF507;PKNOX1;CLOCK;TAF1
55	TGFBR1	knockdown 96h A375 	19/300	0.000481805558974282	0.02041510996398	ZNF177;ZNF142;GMEB1;XPA;ZNF3;NRF1;IKZF2;FOXP3;GPATCH8;ZBTB3;POU6F1;GLI2;YY2;POLR2A;ZNF507;ZNF280B;ZSCAN12;ATF7;TAF1
56	HNF4G	knockdown 96h A549 	19/300	0.000481805558974282	0.02041510996398	MBD3;ATF2;ZNF484;GMEB2;PBX2;UBP1;TBX6;IKZF4;POU6F1;ZNF609;DVL1;ZFP64;ERF;ZNF646;ZNF787;CIC;MTA2;ZNF532;ZNF212
57	MARK4	knockdown 96h A549 	19/300	0.000481805558974282	0.02041510996398	MBD3;ZNF384;GMEB1;ZSCAN5A;NFYC;SRF;FOXH1;WIZ;HOXC13;OVOL1;ZBTB5;GLI1;POU6F1;PHF8;YY1;HIC2;ZNF609;SP2;MYC
58	RXFP4	knockdown 96h A549 	19/300	0.000481805558974282	0.02041510996398	ZNF484;ZNF142;ZNF282;STAT3;HOXC13;ZNF3;IKZF2;ARNTL;NR5A2;ZNF629;POLR2A;ZNF639;SP4;ZFP64;HIVEP1;ZNF669;ZSCAN12;ATF7;PKNOX1
59	RPS6KB1	knockdown 96h HA1E 	19/300	0.000481805558974282	0.02041510996398	ZNF384;GMEB1;KLF12;SETDB1;NFYC;MYNN;TRMT1;ZBTB5;ZNF79;POU3F1;HIF1A;IKZF4;RUNX1;FOSL2;POU6F1;ZBTB40;ZNF408;SNAI1;LMX1B
60	TTK	knockdown 96h HA1E 	19/300	0.000481805558974282	0.02041510996398	JUN;GMEB1;BRPF1;SRCAP;SRF;ONECUT1;ZNF3;NRF1;ZNF35;POU3F1;ZFHX4;ZNF16;PHF8;ZNF609;SP2;RFX7;ZNF646;ZKSCAN5;ZSCAN2
61	CELSR2	knockdown 96h HCC515 	19/300	0.000481805558974282	0.02041510996398	ZNF771;RBPJL;ARNT2;ZNF550;GMEB1;ZNF250;BAZ2A;OVOL1;ZNF35;ZNF79;ZZZ3;ZNF280B;SP4;E2F1;TUT1;HIVEP3;RREB1;ZNF136;SOX5
62	CSNK2A2	knockdown 96h HCC515 	19/300	0.000481805558974282	0.02041510996398	ATF2;ZBTB17;ZBTB25;BRCA1;ASH1L;NR2C2;PML;RUNX1;POU6F1;ZNF609;GON4L;ZNF506;ZNF778;ATF7;MAFK;ZC3H13;RREB1;TP63;ZNF343
63	LPHN2	knockdown 96h HCC515 	19/300	0.000481805558974282	0.02041510996398	ZNF771;ARNT2;ZNF550;ZNF460;ZNF250;BAZ2A;NFATC1;ASH1L;OVOL1;ZNF35;ZNF79;TBX19;NCOR1;CUX1;SP4;ATF7;PKNOX1;RREB1;ZNF136
64	PXK	knockdown 96h HCC515 	19/300	0.000481805558974282	0.02041510996398	ZNF440;PRDM9;PPP1R10;PAX3;ZNF3;POU3F1;NPAS1;NR2C1;POU6F1;MECP2;ZBTB6;CUX2;MTA1;RFX7;ZXDB;SP4;ATF7;ZNF787;ZNF324
65	RIPK3	knockdown 96h HCC515 	19/300	0.000481805558974282	0.02041510996398	ZNF771;ZNF550;GMEB1;ZNF460;ZNF250;TIPARP;RFX3;NFATC1;ASH1L;OVOL1;ZNF79;NR2F6;CUX1;SP4;E2F1;ZNF654;RREB1;ZNF136;ZNF532
66	STK38L	knockdown 96h HCC515 	19/300	0.000481805558974282	0.02041510996398	PRDM9;RFX3;TRMT1;BRCA1;HOXC13;NRF1;IKZF2;ZNF79;GPATCH8;POU6F1;ZFP36L1;YY2;ZNF639;ZNF280B;DVL2;E2F1;DPF3;ZSCAN12;ZNF500
67	VRK3	knockdown 96h HCC515 	19/300	0.000481805558974282	0.02041510996398	MBD3;ZBTB39;GCM1;JUN;GMEB1;TFEB;RFX3;ZNF76;NRF1;ZNF35;ZNF79;ZNF16;ELK4;THAP4;DDIT3;ZSCAN12;ZNF236;ZFP37;ZNF574
68	GPR101	knockdown 96h HEPG2 	19/300	0.000481805558974282	0.02041510996398	CREBZF;ZBTB39;ZNF263;PBRM1;SETDB1;IRX5;CTCF;SSH1;SIX5;ZNF507;TBX21;IRF2;ERF;TUT1;DVL3;ZNF536;LMX1B;PKNOX1;ZNF764
69	IRAK2	knockdown 96h HEPG2 	19/300	0.000481805558974282	0.02041510996398	ZNF287;MBD3;CREBZF;ZNF263;SETDB1;NRF1;ZNF8;POU2F2;FOXP3;IKZF4;SSH1;SIX5;ZNF507;E2F1;ZNF536;BRD9;ZNF205;LMX1B;ZNF764
70	PDGFRA	knockdown 96h HEPG2 	19/300	0.000481805558974282	0.02041510996398	ZNF142;GMEB2;RFX3;IKZF2;ZNF8;PRDM10;ZBTB3;PML;ZNF16;KLF7;MNT;SP2;SP1;ZFP64;DPF3;ZSCAN12;ZNF668;ZNF710;ZNF202
71	PRLHR	knockdown 96h HEPG2 	19/300	0.000481805558974282	0.02041510996398	ZNF133;ZNF384;GMEB2;SRCAP;WIZ;BAZ2A;ZNF35;CENPB;ZNF408;NHLH1;SP4;HSF1;ZKSCAN3;E2F1;ATF7;HIVEP3;ZNF248;ZNF688;ZNF202
72	GPR137	knockdown 96h HT29 	19/300	0.000481805558974282	0.02041510996398	ZNF177;MLXIP;ZNF440;KLF12;TSC22D2;ZBTB43;RFX3;PBX2;BAZ2A;PRDM2;ARID3A;ZNF3;FOXN3;ETV3;MECP2;ZNF280B;DVL3;ZNF778;RREB1
73	GPR26	knockdown 96h HT29 	19/300	0.000481805558974282	0.02041510996398	ZSCAN5A;PBRM1;GMEB2;SETDB1;MINK1;RFX3;PBX2;NR2C2;NPAS2;MTA1;SIX5;MYC;DVL2;ZNF248;ADNP;RREB1;E2F6;ZNF212;CREB5
74	GPRC5C	knockdown 96h HT29 	19/300	0.000481805558974282	0.02041510996398	ZNF142;ARNT;PRDM13;NRF1;POU3F1;NPAS1;ZBTB3;PML;NR2F6;POLR2A;ZNF639;E2F1;DPF3;ZSCAN12;ZNF668;ZKSCAN5;PKNOX1;CLOCK;RREB1
75	MRGPRD	knockdown 96h HT29 	19/300	0.000481805558974282	0.02041510996398	POU2F1;TIPARP;TFEB;UBR4;PRDM13;FOS;NRF1;NPAS1;AFF4;NR2F6;POU6F1;HSF2;TLX1;DPF3;ATF7;LMX1B;PKNOX1;CLOCK;ZNF212
76	PDGFRB	knockdown 96h HT29 	19/300	0.000481805558974282	0.02041510996398	ZNF484;ZNF384;ZNF460;SRF;AKAP8L;RFX3;ZNF10;PBX2;NRF1;ZNF79;POU3F1;NR2C2;NR2F6;GLI2;AR;ZXDB;ZSCAN12;E2F3;ZNF202
77	PRLHR	knockdown 96h HT29 	19/300	0.000481805558974282	0.02041510996398	ZNF133;ZNF771;RBPJL;ZNF264;PBRM1;GMEB2;ZNF140;ZNF250;ZC3H3;DOT1L;NRF1;FOXP3;RUNX1;GON4L;EWSR1;E2F1;ZNF304;ZNF623;ZKSCAN4
78	VIPR1	knockdown 96h HT29 	19/300	0.000481805558974282	0.02041510996398	PBRM1;ZNF460;FOXH1;DOT1L;ZBTB1;ZBTB43;ARID3A;RFX1;OVOL1;ZNF35;GLI1;NR2C1;RUNX1;ZNF7;KLF6;HSF1;ZNF576;SLC2A4RG;ZNF432
79	CDK9	knockdown 96h MCF7 	19/300	0.000481805558974282	0.02041510996398	ZNF771;ZNF484;GMEB2;ZNF592;ZBTB24;FOXH1;CEBPG;BRCA1;IKZF2;ELK4;ZZZ3;ZBTB6;HIVEP2;LMX1B;CIC;ZNF576;ZFP37;CCDC71;HMX1
80	GPR114	knockdown 96h MCF7 	19/300	0.000481805558974282	0.02041510996398	ZNF551;ZNF484;ZNF142;ZNF460;ZNF250;ONECUT1;MYNN;PROX1;ZNF3;NRF1;ZNF8;CHD1;RNF2;NCOR2;NCOR1;ZNF629;ZNF304;MTA2;ZFP37
81	GPR4	knockdown 96h MCF7 	19/300	0.000481805558974282	0.02041510996398	ZNF384;ZFHX3;KLF12;TIPARP;FOXH1;XPA;UBR4;YBX1;NFKB1;POU6F1;ZNF609;NCOR1;CREB1;ELF2;SNAI1;ERF;ZKSCAN3;E2F4;ZNF324
82	MARK4	knockdown 96h MCF7 	19/300	0.000481805558974282	0.02041510996398	ZNF287;ZNF484;ZNF550;ZNF142;ZNF460;BAZ2A;ASH1L;TBX6;IKZF2;ZNF79;FOXP3;POU6F1;PHF8;SP2;ZNF280B;ZSCAN12;ATF7;ZNF343;TAF1
83	MAS1L	knockdown 96h MCF7 	19/300	0.000481805558974282	0.02041510996398	ZNF771;ZNF512B;ZNF484;GMEB2;ZNF592;PRDM9;CEBPG;IKZF2;FOXP3;NPAS1;PML;NR2F6;ZBTB6;ZNF768;ZNF668;LMX1B;MSC;ZFP37;CCDC71
84	NEK2	knockdown 96h MCF7 	19/300	0.000481805558974282	0.02041510996398	ESRRA;ATF2;ZNF384;ZNF141;ZBTB25;ZBTB1;RFX3;PRDM13;HOXD13;NPAS1;ESR2;HOXB9;SP1;ZNF668;ATF7;PKNOX1;MNX1;HOXB6;GABPA
85	PKN1	knockdown 96h MCF7 	19/300	0.000481805558974282	0.02041510996398	ZNF771;ZBTB39;PBRM1;ZNF592;TFEB;BAZ2A;NRF1;CHD2;NR2C2;NPAS1;NPAS2;ZZZ3;CREB1;ZNF318;ZNF768;ZNF668;HIVEP2;CIC;CCDC71
86	IRAK4	knockdown 96h PC3 	19/300	0.000481805558974282	0.02041510996398	ZNF550;ZNF263;PBRM1;NFYC;RFX3;CTCF;ZNF3;NRF1;TBX6;ELK4;YY2;EWSR1;ZNF768;E2F1;DVL3;ZC3H13;UNKL;ZNF696;ZNF343
87	BMPR1A	knockdown 96h A375 	18/300	0.00124637773103665	0.0296849702738402	FOXJ2;ZNF76;WIZ;NRF1;TBX6;ELK1;GPATCH8;IKZF4;POU6F1;PHF8;ZNF639;ZFP64;DPF3;ATF7;ZNF354A;ZC3H13;ZNF764;RREB1
